COD_LOCAL;DT_REF;SUBSTANCIA;MEDICAO;DIMENSAO
PAS 13;2023-11-23;Sódio total;7.63;mg/L
PAS 06;2021-07-04;Sódio;7.42;mg/L
PAS 30;2023-11-23;Sódio total;6.57;mg/L
PAS 04;2021-12-03;Sódio;5;mg/L
PAS 06;2021-12-02;Sódio;5;mg/L
PAS 15;2024-03-18;Sódio Total;4.93;mg/L
PAS 04;2020-12-16;Sólidos dissolvidos totais;9.6999999999999993;mg/L
PAS 04;2021-07-03;Sólidos dissolvidos totais;7.43;mg/L
PAS 04;2021-12-03;Sólidos dissolvidos totais;9.5;mg/L
PAS 04;2022-05-27;Sólidos dissolvidos totais;9;mg/L
PAS 04;2022-11-24;Sólidos dissolvidos totais;9;mg/L
PAS 04;2023-05-18;Sólidos dissolvidos totais;8;mg/L
PAS 04;2023-11-24;Sólidos dissolvidos totais;41;mg/L
PAS 04;2023-12-14;Sólidos dissolvidos totais;24;mg/L
PAS 04;2024-05-24;Sólidos Dissolvidos Totais;11;mg/L
PAS 04;2024-06-26;Sólidos Dissolvidos Totais;11;mg/L
PAS 04;2024-01-25;Sólidos Dissolvidos Totais;12;mg/L
PAS 04;2024-02-19;Sólidos Dissolvidos Totais;22;mg/L
PAS 04;2024-02-19;Sólidos Dissolvidos Totais;10;mg/L
PAS 04;2024-03-20;Sólidos Dissolvidos Totais;14;mg/L
PAS 04;2024-04-17;Sólidos Dissolvidos Totais;11;mg/L
PAS 04;2024-04-17;Sólidos Dissolvidos Totais;82;mg/L
PAS 04;2024-07-24 11:55:00;Sólidos Dissolvidos Totais;12;mg/L
PAS 34;2024-03-18;Sólidos Suspensos Totais;58;mg/L
PAS 03;2022-05-26;Sólidos suspensos totais;50;mg/L
PAS 15;2024-05-22;Sólidos Suspensos Totais;46;mg/L
PAS 26;2024-03-18;Sólidos Suspensos Totais;42;mg/L
PAS 02;2022-11-23;Sólidos suspensos totais;40;mg/L
PAS 14;2024-05-22;Sólidos Suspensos Totais;40;mg/L
PAS 03;2024-02-22;Sólidos Suspensos Totais;38;mg/L
PAS 35;2024-04-17;Sólidos Suspensos Totais;36;mg/L
PAS 15;2024-07-24 15:30:00;Sólidos Suspensos Totais;34;mg/L
PAS 33;2024-05-22;Sólidos Suspensos Totais;32;mg/L
PAS 33;2024-03-18;Sólidos Suspensos Totais;32;mg/L
PAS 14;2024-04-18;Sólidos Suspensos Totais;30;mg/L
PAS 15;2024-04-18;Sólidos Suspensos Totais;28;mg/L
PAS 04;2020-12-16;Sólidos totais;15;mg/L
PAS 04;2021-07-03;Sólidos totais;22;mg/L
PAS 04;2021-12-03;Sólidos totais;22;mg/L
PAS 04;2022-05-27;Sólidos totais;17;mg/L
PAS 04;2022-11-24;Sólidos totais;33;mg/L
PAS 04;2023-05-18;Sólidos totais;14;mg/L
PAS 04;2023-11-24;Sólidos totais;61;mg/L
PAS 04;2024-05-24;Sólidos Totais;52;mg/L
PAS 04;2024-06-26;Sólidos Totais;64;mg/L
PAS 04;2024-02-19;Sólidos Totais;22;mg/L
PAS 04;2024-03-20;Sólidos Totais;260;mg/L
PAS 04;2024-04-17;Sólidos Totais;94;mg/L
PAS 04;2024-07-24 11:57:00;Sólidos Totais;32;mg/L
PAS 04;2020-12-16;Sulfato;<1;mg/L
PAS 04;2021-07-03;Sulfato;<1;mg/L
PAS 04;2021-12-03;Sulfato;1;mg/L
PAS 04;2022-05-27;Sulfato total;<10.;mg/L
PAS 04;2022-11-24;Sulfato total;<10.;mg/L
PAS 04;2023-05-18;Sulfato total;<10.;mg/L
PAS 04;2023-11-24;Sulfato total;<10.;mg/L
PAS 04;2024-05-24;Sulfato;<1.;mg/L
PAS 04;2024-06-26;Sulfato;1.76;mg/L
PAS 04;2024-02-19;Sulfato;<1.;mg/L
PAS 04;2024-03-20;Sulfato Total;<1.;mg/L
PAS 04;2024-04-17;Sulfato;1.07;mg/L
PAS 04;2024-07-24 11:57:00;Sulfato;<1.;mg/L
PAS 03;2023-11-22;Nitrato;7.4;mg/L
PAS 04;2020-12-16;Sulfeto (H2S não dissociado);<0.001;mg/L
PAS 04;2021-07-03;Sulfeto (H2S não dissociado);<0.001;mg/L
PAS 04;2021-12-03;Sulfeto (H2S não dissociado);<0.001;mg/L
PAS 04;2022-05-27;Sulfeto (H2S não dissociado);<0.001;mg/L
PAS 04;2023-05-18;Sulfeto (H2S não dissociado);<0.001;mg/L
PAS 04;2023-11-24;Sulfeto (H2S não dissociado);<0.001;mg/L
PAS 04;2020-12-16;Temperatura da amostra;25;°C
PAS 04;2021-07-03;Temperatura da amostra;20.8;°C
PAS 04;2021-12-03;Temperatura da amostra;24.2;°C
PAS 04;2022-05-27;Temperatura da amostra;25.3;°C
PAS 04;2022-11-24;Temperatura da amostra;26.3;°C
PAS 04;2023-05-18;Temperatura da amostra;23;°C
PAS 04;2023-11-24;Temperatura da amostra;31.8;°C
PAS 04;2023-12-14;Temperatura;32.9;°C
PAS 04;2024-05-24;Temperatura;23.5;°C
PAS 04;2024-06-26;Temperatura;22.2;°C
PAS 04;2024-01-25;Temperatura;23.8;°C
PAS 04;2024-02-19;Temperatura;26.2;°C
PAS 04;2024-02-19;Temperatura;26.2;°C
PAS 04;2024-03-20;Temperatura;24;°C
PAS 04;2024-04-17;Temperatura;28.3;°C
PAS 04;2024-04-17;Temperatura;28.3;°C
PAS 04;2024-07-24 11:55:00;Temperatura;20.6;
PAS 15;2024-04-18;Turbidez;101;UNT
PAS 14;2024-04-18;Turbidez;99.7;UNT
PAS 33;2024-03-18;Turbidez;98.2;UNT
PAS 04;2024-03-20;Turbidez;93.8;UNT
PAS 15;2024-05-22;Turbidez;93.7;UNT
PAS 02;2022-11-23;Turbidez;92.1;NTU
PAS 26;2023-11-23;Turbidez;92;NTU
PAS 35;2024-04-17;Turbidez;86;UNT
PAS 04;2023-11-27;Turbidez;85.5;UNT
PAS 14;2023-05-16;Turbidez;81.099999999999994;NTU
PAS 35;2024-07-24 12:05:00;Turbidez;72.040000000000006;UNT
PAS 13;2021-07-06;Turbidez;66.8;NTU
PAS 26;2024-04-17;Turbidez;63.5;UNT
PAS 04;2020-12-16;Zinco total;2.9000000000000001E-2;mg/L
PAS 04;2021-07-03;Zinco total;6.3E-2;mg/L
PAS 04;2021-12-03;Zinco total;<0.001;mg/L
PAS 04;2022-05-27;Zinco total;<0.02;mg/L
PAS 04;2022-11-24;Zinco total;0.02;mg/L
PAS 04;2023-05-18;Zinco total;<0.02;mg/L
PAS 04;2023-11-24;Zinco total;<0.02;mg/L
PAS 04;2024-05-24;Zinco Total;4.5999999999999999E-2;mg/L
PAS 04;2024-06-26;Zinco Total;0.11899999999999999;mg/L
PAS 04;2024-02-19;Zinco Total;0.04;mg/L
PAS 04;2024-03-20;Zinco Total;0.106;mg/L
PAS 04;2024-04-17;Zinco Total;4.2999999999999997E-2;mg/L
PAS 04;2024-07-24 11:57:00;Zinco Total;2.9000000000000001E-2;mg/L
PAS 04;2020-12-16;Coliformes termotolerantes;920;NMP/100mL
PAS 04;2021-07-03;Coliformes termotolerantes;94;NMP/100mL
PAS 04;2021-12-03;Coliformes termotolerantes;1600;NMP/100mL
PAS 04;2023-05-18;Coliformes termotolerantes;9200;NMP/100mL
PAS 04;2024-06-26;Coliformes Termotolerantes;<1.8;NMP/100mL
PAS 04;2024-03-20;Coliformes Termotolerantes;230;NMP/100mL
PAS 04;2024-05-24;Coliformes Termotolerantes;4600;NMP/100mL
PAS 04;2024-07-24 11:57:00;Coliformes Termotolerantes;<1.8;NMP/100mL
PAS 04;2022-05-27;Coliformes termotolerantes;Ausente;NMP/100mL
PAS 04;2022-11-24;Coliformes termotolerantes;Ausente;NMP/100mL
PAS 04;2023-11-24;Coliformes termotolerantes;Ausente;NMP/100mL
PAS 04;2024-02-19;Coliformes Termotolerantes;Presente;-
PAS 04;2024-04-17;Coliformes Termotolerantes;Presente;-
PAS 04;2020-12-16;Coliformes totais;920;NMP/100mL
PAS 04;2021-07-03;Coliformes totais;920;NMP/100mL
PAS 04;2021-12-03;Coliformes totais;>1600;NMP/100mL
PAS 04;2022-05-27;Coliformes totais;220;NMP/100mL
PAS 04;2022-11-24;Coliformes totais;3600;NMP/100mL
PAS 04;2023-05-18;Coliformes totais;9200;NMP/100mL
PAS 04;2023-11-24;Coliformes totais;36;NMP/100mL
PAS 04;2024-05-24;Coliformes Totais;35000;NMP/100mL
PAS 04;2024-02-19;Coliformes Totais;Presente;-
PAS 04;2024-03-20;Coliformes Totais;16000;NMP/100mL
PAS 04;2024-04-17;Coliformes Totais;Presente;-
PAS 04;2024-06-26;Coliformes Totais;700;NMP/100mL
PAS 04;2024-07-24 11:57:00;Coliformes Totais;<1.8;NMP/100mL
PAS 04;2023-11-24;Cianeto total;<1.;µg/L
PAS 04;2023-11-24;Manganês Total;<0.007;mg/L
PAS 04;2024-05-24;Manganês Total;<0.01;mg/L
PAS 04;2024-06-26;Manganês Total;<0.003;mg/L
PAS 04;2024-02-19;Manganês Total;<0.01;mg/L
PAS 04;2024-03-20;Manganês Total;8.5000000000000006E-2;mg/L
PAS 04;2024-04-17;Manganês Total;<0.01;mg/L
PAS 04;2024-07-24 11:57:00;Manganês Total;<0.003;mg/L
PAS 04;2022-05-27;Temperatura do ambiente;38;°C
PAS 04;2022-11-24;Temperatura do ambiente;24;°C
PAS 04;2023-05-18;Temperatura do ambiente;26;°C
PAS 04;2023-11-24;Temperatura do ambiente;33;°C
PAS 04;2023-12-14;Temperatura do ambiente;33;°C
PAS 04;2024-05-24;Temperatura Ambiente;29.7;°C
PAS 04;2024-06-26;Temperatura Ambiente;28;°C
PAS 04;2024-06-26;Temperatura Ambiente;28.7;°C
PAS 04;2024-06-26;Temperatura Ambiente;28.7;°C
PAS 04;2024-05-24;Temperatura Ambiente;28.2;°C
PAS 04;2024-04-17;Temperatura Ambiente;30.6;°C
PAS 04;2024-04-17;Temperatura Ambiente;30.5;°C
PAS 04;2024-07-24 11:58:00;Temperatura do Ambiente;30.2;°C
PAS 04;2024-07-24 11:57:00;Temperatura do Ambiente;30.2;°C
PAS 04;2024-07-24 11:55:00;Temperatura do Ambiente;30.2;°C
PAS 04;2024-05-24;Sulfeto Total;<0.001;mg/L
PAS 04;2024-06-26;Sulfeto Total;<0.001;mg/L
PAS 04;2024-02-19;Sulfeto Total;<0.001;mg/L
PAS 04;2024-03-20;Sulfeto Total;<0.001;mg/L
PAS 04;2024-04-17;Sulfeto Total;<0.001;mg/L
PAS 04;2024-07-24 11:57:00;Sulfeto Total;<0.001;mg/L
PAS 04;2024-05-24;Nitrogênio Orgânico;<1.;mg/L
PAS 04;2024-06-26;Nitrogênio Orgânico;<0.3;mg/L
PAS 04;2024-02-19;Nitrogênio Orgânico;<0.3;mg/L
PAS 04;2024-03-20;Nitrogênio Orgânico;<1.;mg/L
PAS 04;2024-04-17;Nitrogênio Orgânico;<0.3;mg/L
PAS 04;2024-07-24 11:57:00;Nitrogênio Orgânico;<0.3;mg/L
PAS 11;2024-06-24;Nitrato (como N);<0.23;mg/L
PAS 11;2024-07-22 12:00:00;Nitrato (como N);<0.23;mg/L (como  N)
PAS 12;2024-05-20;Nitrato (como N);<0.23;mg/L
PAS 12;2024-06-24;Nitrato (como N);<0.23;mg/L
PAS 22;2024-03-21;Nitrato;1.06;mg/L
PAS 11;2023-11-21;Nitrato;1;mg/L
PAS 23;2023-11-29;Nitrato;0.97;mg/L
PAS 04;2024-06-26;Manganês Dissolvido;<0.003;mg/L
PAS 04;2024-07-24 11:58:00;Manganês Dissolvido;<0.01;mg/L
PAS 04;2024-06-26;Chumbo Dissolvido;<0.01;mg/L
PAS 04;2024-07-24 11:58:00;Chumbo Dissolvido;<0.003;mg/L
PAS 04;2024-06-26;Cobre Dissolvido;<0.0003;mg/L
PAS 04;2024-07-24 11:58:00;Cobre Dissolvido;<0.0003;mg/L
PAS 04;2024-06-26;Ferro Dissolvido;5.3999999999999999E-2;mg/L
PAS 04;2024-07-24 11:58:00;Ferro Dissolvido;7.1999999999999995E-2;mg/L
PAS 03;2024-07-29 11:32:00;Alcalinidade Total;18;mg/L
PAS 05;2023-05-16;Alcalinidade total;18;mg/L
PAS 05;2024-02-19;Alcalinidade Total;18;mg/L
PAS 06;2021-12-02;Alcalinidade total;18;mg/L
PAS 13;2023-11-23;Alcalinidade total;18;mg/L
PAS 13;2024-05-21;Alcalinidade Total;18;mg/L
PAS 13;2024-06-27;Alcalinidade Total;18;mg/L
PAS 34;2024-02-22;Alcalinidade Total;18;mg/L
PAS 01;2020-12-16;Alcalinidade total;17;mg/L
PAS 05;2024-05-23;Alcalinidade Total;16;mg/L
PAS 07;2024-05-23;Alcalinidade Total;16;mg/L
PAS 13;2021-07-06;Alcalinidade total;16;mg/L
PAS 02;2021-07-04;Alcalinidade total;15;mg/L
PAS 04;2024-02-19;Alumínio Dissolvido;0.13900000000000001;mg/L
PAS 04;2024-07-24 11:57:00;Alumínio Dissolvido;0.129;mg/L
PAS 28;2024-02-20;Alumínio Dissolvido;0.124;mg/L
PAS 03;2024-05-23;Alumínio Dissolvido;0.123;mg/L
PAS 13;2024-07-24 14:21:00;Alumínio Dissolvido;0.121;mg/L
PAS 03;2023-11-27;Nitrato;1.07;mg/L
PAS 07;2024-07-23 11:09:00;Alumínio Dissolvido;0.11799999999999999;mg/L
PAS 01;2024-07-24 13:31:00;Alumínio Dissolvido;0.11700000000000001;mg/L
PAS 26;2024-03-18;Alumínio Dissolvido;0.11700000000000001;mg/L
PAS 35;2024-07-24 12:05:00;Alumínio Dissolvido;0.11700000000000001;mg/L
PAS 02;2024-02-19;Alumínio Dissolvido;0.111;mg/L
PAS 07;2020-12-17;Alumínio dissolvido;0.111;mg/L
PAS 28;2024-07-22 15:19:00;Alumínio Dissolvido;0.111;mg/L
PAS 05;2020-12-17;Amônia;3.5000000000000003E-2;mg/L
PAS 05;2021-07-04;Amônia;<0.0001;mg/L
PAS 05;2021-12-02;Amônia;<0.0001;mg/L
PAS 05;2022-05-25;Amônia;<0.6;mg/L
PAS 05;2022-11-22;Amônia;<0.6;mg/L
PAS 05;2023-05-16;Amônia;<0.6;mg/L
PAS 05;2023-11-21;Amônia;<0.6;mg/L
PAS 05;2024-05-23;Amônia;<0.005;mg/L
PAS 05;2024-06-25;Amônia;0.109;mg/L
PAS 05;2024-02-19;Amônia;0.73;mg/L
PAS 05;2024-03-20;Amônia;0.24299999999999999;mg/L
PAS 05;2024-04-16;Amônia;<0.1;mg/L
PAS 05;2024-07-23 09:29:00;Amônia;<0.5;mg/L
PAS 05;2020-12-17;Cádmio total;<0.001;mg/L
PAS 05;2021-07-04;Cádmio total;<0.001;mg/L
PAS 05;2021-12-02;Cádmio total;<0.001;mg/L
PAS 05;2022-05-25;Cádmio total;<0.001;mg/L
PAS 05;2022-11-22;Cádmio total;<0.001;mg/L
PAS 05;2023-05-16;Cádmio total;<0.001;mg/L
PAS 05;2023-11-21;Cádmio total;<0.001;mg/L
PAS 05;2024-05-23;Cádmio Total;<0.0003;mg/L
PAS 05;2024-06-25;Cádmio Total;<0.0003;mg/L
PAS 05;2024-02-19;Cádmio Total;<0.0003;mg/L
PAS 05;2024-03-20;Cádmio Total;<0.0003;mg/L
PAS 05;2024-04-16;Cádmio Total;<0.0003;mg/L
PAS 05;2024-07-23 09:29:00;Cádmio Total;<0.0003;mg/L
PAS 05;2020-12-17;Chumbo total;<0.01;mg/L
PAS 05;2021-07-04;Chumbo total;<0.01;mg/L
PAS 05;2021-12-02;Chumbo total;<0.01;mg/L
PAS 05;2022-05-25;Chumbo total;<0.005;mg/L
PAS 05;2022-11-22;Chumbo total;0.01;mg/L
PAS 05;2023-05-16;Chumbo total;<0.005;mg/L
PAS 05;2023-11-21;Chumbo total;<0.005;mg/L
PAS 05;2024-05-23;Chumbo Total;<0.003;mg/L
PAS 05;2024-06-25;Chumbo Total;<0.01;mg/L
PAS 05;2024-02-19;Chumbo Total;<0.003;mg/L
PAS 05;2024-03-20;Chumbo Total;<0.003;mg/L
PAS 05;2024-04-16;Chumbo Total;<0.003;mg/L
PAS 05;2024-07-23 09:29:00;Chumbo Total;<0.003;mg/L
PAS 05;2020-12-17;Cloreto;2.5;mg/L
PAS 05;2021-07-04;Cloreto;3.5;mg/L
PAS 05;2021-12-02;Cloreto;15;mg/L
PAS 05;2022-05-25;Cloreto;<0.5;mg/L
PAS 05;2022-11-22;Cloreto;2.4;mg/L
PAS 05;2023-05-16;Cloreto;4.9000000000000004;mg/L
PAS 05;2023-11-21;Cloreto;3.5;mg/L
PAS 05;2023-12-13;Cloreto total;0.9;mg/L
PAS 05;2024-05-23;Cloreto;<1.;mg/L
PAS 05;2024-06-25;Cloreto;<1.;mg/L
PAS 05;2024-01-23;Cloreto Total;3.3;mg/L
PAS 05;2024-02-19;Cloreto;<1.;mg/L
PAS 05;2024-03-20;Cloreto Total;0.6;mg/L
PAS 05;2024-04-16;Cloreto;<1.;mg/L
PAS 05;2024-07-23 09:29:00;Cloreto;<0.17;mg/L
PAS 05;2020-12-17;Cobre total;<0.005;mg/L
PAS 05;2021-07-04;Cobre total;<0.005;mg/L
PAS 05;2021-12-02;Cobre total;<0.005;mg/L
PAS 05;2022-05-25;Cobre total;0.11799999999999999;mg/L
PAS 05;2022-11-22;Cobre total;0.10199999999999999;mg/L
PAS 05;2023-05-16;Cobre total;5.7000000000000002E-2;mg/L
PAS 05;2023-11-21;Cobre total;0.123;mg/L
PAS 05;2024-05-23;Cobre Total;<0.001;mg/L
PAS 05;2024-06-25;Cobre Total;<0.001;mg/L
PAS 05;2024-02-19;Cobre Total;<0.0003;mg/L
PAS 05;2024-03-20;Cobre Total;<0.0003;mg/L
PAS 05;2024-04-16;Cobre Total;<0.0003;mg/L
PAS 05;2024-07-23 09:29:00;Cobre Total;<0.0003;mg/L
PAS 34;2024-04-17;Condutividade;106;µS/cm
PAS 34;2024-04-18;Condutividade;106;µS/cm
PAS 02;2022-05-26;Condutividade elétrica;105;µS/cm
PAS 31;2024-04-17;Condutividade;100.6;µS/cm
PAS 03;2023-12-14;Condutividade elétrica;99.4;µS/cm
PAS 15;2022-05-26;Condutividade elétrica;97.1;µS/cm
PAS 03;2023-11-22;Nitrito;<0.01;mg/L
PAS 03;2024-02-22;Condutividade;86;µS/cm
PAS 26;2024-04-17;Condutividade;86;µS/cm
PAS 02;2024-04-17;Condutividade;83.8;µS/cm
PAS 04;2023-11-24;Condutividade elétrica;83.3;µS/cm
PAS 28;2023-11-22;Condutividade elétrica;81.900000000000006;µS/cm
PAS 15;2024-02-22;Condutividade;80;µS/cm
PAS 30;2023-11-28;Condutividade;78.8;µS/cm
PAS 06;2023-11-28;Condutividade;78.599999999999994;µS/cm
PAS 26;2024-03-18;Condutividade;78;µS/cm
PAS 07;2023-11-22;Condutividade elétrica;76.7;µS/cm
PAS 26;2024-02-20;Cor Verdadeira;66;mg/L
PAS 26;2023-11-29;Cor verdadeira;65;mg/L
PAS 03;2024-04-17;Cor Verdadeira;64;mg/L
PAS 03;2020-12-16;Cor verdadeira;63;uH
PAS 07;2020-12-17;Cor verdadeira;63;uH
PAS 03;2023-05-18;Cor verdadeira;61;mg/L
PAS 03;2022-11-25;Cor verdadeira;60;mg/L
PAS 15;2022-11-24;Cor verdadeira;60;mg/L
PAS 06;2021-12-02;Cor verdadeira;57.41;uH
PAS 06;2024-02-19;Cor Verdadeira;57;mg/L
PAS 15;2024-07-24 15:30:00;Cor Verdadeira;56;mg/L
PAS 05;2024-02-19;Cor Verdadeira;55;mg/L
PAS 28;2024-03-20;Cor Verdadeira;55;mg/L
PAS 05;2020-12-17;Cromo total;<0.01;mg/L
PAS 05;2021-07-04;Cromo total;<0.01;mg/L
PAS 05;2021-12-02;Cromo total;<0.01;mg/L
PAS 05;2022-05-25;Cromo total;<0.003;mg/L
PAS 05;2022-11-22;Cromo total;1.4E-2;mg/L
PAS 05;2023-05-16;Cromo total;<0.003;mg/L
PAS 05;2023-11-21;Cromo total;<0.003;mg/L
PAS 05;2024-05-23;Cromo Total;<0.003;mg/L
PAS 05;2024-06-25;Cromo Total;<0.01;mg/L
PAS 05;2024-02-19;Cromo Total;<0.003;mg/L
PAS 05;2024-03-20;Cromo Total;<0.003;mg/L
PAS 05;2024-04-16;Cromo Total;<0.003;mg/L
PAS 05;2024-07-23 09:29:00;Cromo Total;<0.003;mg/L
PAS 04;2023-11-24;DBO;<2.;mg/L
PAS 05;2022-05-25;DBO;<2.;mg/L
PAS 05;2022-11-22;DBO;<2.;mg/L
PAS 05;2023-05-16;DBO;<2.;mg/L
PAS 05;2023-11-21;DBO;<2.;mg/L
PAS 06;2022-05-28;DBO;<2.;mg/L
PAS 06;2022-11-22;DBO;<2.;mg/L
PAS 06;2023-05-16;DBO;<2.;mg/L
PAS 07;2022-05-25;DBO;<2.;mg/L
PAS 07;2022-11-22;DBO;<2.;mg/L
PAS 07;2023-11-22;DBO;<2.;mg/L
PAS 13;2022-05-27;DBO;<2.;mg/L
PAS 13;2022-11-24;DBO;<2.;mg/L
PAS 05;2020-12-17;DQO;2;mg/L
PAS 05;2021-07-04;DQO;<1;mg/L
PAS 05;2021-12-02;DQO;4;mg/L
PAS 05;2022-05-25;DQO;16.7;mg/L
PAS 05;2022-11-22;DQO;<5.;mg/L
PAS 05;2023-05-16;DQO;<5.;mg/L
PAS 05;2023-11-21;DQO;25.4;mg/L
PAS 05;2024-05-23;DQO;<20.;mg/L
PAS 05;2024-06-25;DQO;<20;mg/L
PAS 05;2024-02-19;DQO;<20;mg/L
PAS 05;2024-03-20;DQO;<20.;mg/L
PAS 05;2024-04-16;DQO;<20;mg/L
PAS 05;2024-07-23 09:29:00;DQO;<20;
PAS 05;2020-12-17;Dureza;26;mg/L
PAS 05;2021-07-04;Dureza;14;mg/L
PAS 05;2021-12-02;Dureza;24;mg/L
PAS 05;2022-05-25;Dureza;10;mg/L
PAS 05;2022-11-22;Dureza;13;mg/L
PAS 05;2023-05-16;Dureza;20;mg/L
PAS 05;2023-11-21;Dureza;24;mg/L
PAS 05;2024-05-23;Dureza Total;8;mg/L
PAS 05;2024-06-25;Dureza Total;8;mg/L
PAS 05;2024-02-19;Dureza Total;22.15;mg/L
PAS 05;2024-03-20;Dureza Total;18;mg/L
PAS 05;2024-04-16;Dureza Total;4;mg/L
PAS 05;2024-07-23 09:29:00;Dureza Total;8;mg/L
PAS 05;2020-12-17;Fenóis;<0.001;mg/L
PAS 05;2021-07-04;Fenóis;<0.001;mg/L
PAS 05;2021-12-02;Fenóis;<0.001;mg/L
PAS 05;2022-05-25;Fenóis;<0.001;mg/L
PAS 05;2022-11-22;Fenóis;<0.001;mg/L
PAS 05;2023-05-16;Fenóis;<0.001;mg/L
PAS 05;2023-11-21;Fenóis;<0.001;mg/L
PAS 05;2024-05-23;Fenóis Totais;<0.001;mg/L
PAS 05;2024-06-25;Fenóis Totais;<0.001;mg/L
PAS 05;2024-02-19;Fenóis Totais;0.26400000000000001;mg/L
PAS 05;2024-03-20;Fenóis Totais;<0.001;mg/L
PAS 05;2024-04-16;Fenóis Totais;<0.001;mg/L
PAS 05;2024-07-23 09:29:00;Fenóis Totais;<0.001;mg/L
PAS 05;2020-12-17;Ferro total;0.24;mg/L
PAS 05;2021-07-04;Ferro total;0.27400000000000002;mg/L
PAS 05;2021-12-02;Ferro total;3.28;mg/L
PAS 05;2022-05-25;Ferro total;0.51;mg/L
PAS 05;2022-11-22;Ferro total;1.41;mg/L
PAS 05;2023-05-16;Ferro total;0.11;mg/L
PAS 05;2023-11-21;Ferro total;0.73;mg/L
PAS 05;2024-05-23;Ferro Total;0.47;mg/L
PAS 05;2024-06-25;Ferro Total;0.23599999999999999;mg/L
PAS 05;2024-02-19;Ferro Total;2.04;mg/L
PAS 05;2024-03-20;Ferro Total;0.50800000000000001;mg/L
PAS 05;2024-04-16;Ferro Total;0.47;mg/L
PAS 05;2024-07-23 09:29:00;Ferro Total;0.16600000000000001;mg/L
PAS 05;2020-12-17;Fosfato;<0.01;mg/L
PAS 05;2021-07-04;Fosfato;0.01;mg/L
PAS 05;2021-12-02;Fosfato;<0.01;mg/L
PAS 05;2022-05-25;Fosfato;<0.01;mg/L
PAS 05;2022-11-22;Fosfato;<0.01;mg/L
PAS 05;2023-05-16;Fosfato;0.01;mg/L
PAS 05;2023-11-21;Fosfato;0.02;mg/L
PAS 05;2024-05-23;Fosfato Total;<0.006;mg/L
PAS 05;2024-06-25;Fosfato Total;<0.006;mg/L
PAS 05;2024-02-19;Fosfato Total;<0.006;mg/L
PAS 05;2024-03-20;Fosfato Total;<0.06;mg/L
PAS 05;2024-04-16;Fosfato Total;<0.006;mg/L
PAS 05;2024-07-23 09:29:00;Fosfato Total;<0.006;mg/L
PAS 01;2023-11-22;Fósforo total;0.02;mg/L
PAS 02;2023-05-18;Fósforo total;0.02;mg/L
PAS 02;2023-11-22;Fósforo total;0.02;mg/L
PAS 05;2023-05-16;Fósforo total;0.02;mg/L
PAS 07;2023-05-17;Fósforo total;0.02;mg/L
PAS 16;2023-11-23;Fósforo total;0.02;mg/L
PAS 28;2023-11-22;Fósforo total;0.02;mg/L
PAS 33;2023-11-23;Fósforo total;0.02;mg/L
PAS 04;2023-11-27;Fósforo total;1.7000000000000001E-2;mg/L
PAS 05;2021-07-04;Fósforo total;1.6E-2;mg/L
PAS 06;2021-07-04;Fósforo total;1.6E-2;mg/L
PAS 05;2021-12-02;Fósforo total;1.4E-2;mg/L
PAS 15;2024-07-24 15:30:00;Fósforo Total;1.2999999999999999E-2;mg/L
PAS 05;2020-12-17;Níquel total;<0.01;mg/L
PAS 05;2021-07-04;Níquel total;<0.01;mg/L
PAS 05;2021-12-02;Níquel total;<0.01;mg/L
PAS 05;2022-05-25;Níquel total;<0.007;mg/L
PAS 05;2022-11-22;Níquel total;1.2E-2;mg/L
PAS 05;2023-05-16;Níquel total;<0.007;mg/L
PAS 05;2023-11-21;Níquel total;<0.007;mg/L
PAS 05;2024-05-23;Níquel Total;<0.003;mg/L
PAS 05;2024-06-25;Níquel Total;<0.003;mg/L
PAS 05;2024-02-19;Níquel Total;<0.003;mg/L
PAS 05;2024-03-20;Níquel Total;<0.003;mg/L
PAS 05;2024-04-16;Níquel Total;<0.003;mg/L
PAS 05;2024-07-23 09:29:00;Níquel Total;<0.003;mg/L
PAS 24;2024-02-20;Nitrato;0.76;mg/L
PAS 10;2024-03-19;Nitrato;0.64;mg/L
PAS 09;2024-02-21;Nitrato;0.51;mg/L
PAS 25;2023-11-27;Nitrato;<0.5;mg/L
PAS 32;2024-02-22;Nitrato;<0.5;mg/L
PAS 24;2024-03-20;Nitrato;<0.5;mg/L
PAS 08;2021-07-07;Nitrato;0.35;mg/L
PAS 10;2023-11-22;Nitrato;0.3;mg/L
PAS 08;2024-02-20;Nitrato;<0.23;mg/L
PAS 08;2024-03-21;Nitrato;<0.23;mg/L
PAS 21;2024-05-22;Nitrato (como N);<0.23;mg/L
PAS 21;2024-07-23 15:19:00;Nitrato (como N);<0.23;mg/L (como  N)
PAS 22;2024-05-22;Nitrato (como N);<0.23;mg/L
PAS 22;2024-06-26;Nitrato (como N);<0.23;mg/L
PAS 22;2024-07-23 14:43:00;Nitrato (como N);<0.23;mg/L (como  N)
PAS 23;2024-05-22;Nitrato (como N);<0.23;mg/L
PAS 23;2024-07-23 16:51:00;Nitrato (como N);<0.23;mg/L (como  N)
PAS 25;2024-05-20;Nitrato (como N);<0.23;mg/L
PAS 25;2024-06-24;Nitrato (como N);<0.23;mg/L
PAS 32;2024-05-20;Nitrato (como N);<0.23;mg/L
PAS 05;2020-12-17;Nitrogênio amoniacal;<0.001;mg/L
